train_no,train_type,current_station,next_station,distance_remaining_km,current_speed_kmph,current_delay_min,historical_avg_delay_min,congestion_score,weather,hour,day_of_week,actual_remaining_time_min
12259,Duronto,Sealdah,Asansol,140.8,63.6,7.1,15.1,0.305,Clear,0,2,157.7
12860,Express,Solapur,Kalaburagi,160.2,64.3,16.1,26.9,0.317,Rain,6,2,169.4
12723,Express,Vijayawada,Gudur,158.1,47.5,7.3,18.9,0.11,Rain,5,1,222.3
12259,Duronto,Gaya,DDU,194.7,65.0,5.2,24.6,0.522,Fog,6,1,188.1
12723,Express,Vijayawada,Gudur,219.2,75.3,-1.2,11.9,0.279,Clear,6,5,191.2
12301,Rajdhani,DDU,Gaya,149.7,58.0,-1.5,0.1,0.312,Clear,7,2,150.5
12301,Rajdhani,DDU,Gaya,157.2,76.0,21.6,9.7,0.244,Rain,8,4,156.0
12951,Rajdhani,Surat,Vadodara,165.8,81.0,14.6,0.0,0.025,Heavy Rain,2,6,133.7
12259,Duronto,Asansol,Dhanbad,81.5,51.0,21.4,0.0,0.48,Rain,2,3,112.7
12627,Express,Vijayawada,Warangal,173.5,51.4,15.6,7.7,0.066,Rain,6,0,202.5
12723,Express,Vijayawada,Gudur,176.1,52.8,14.4,0.0,0.422,Clear,6,5,213.6
12951,Rajdhani,Vadodara,Ratlam,197.0,63.1,11.3,2.9,0.224,Rain,4,2,174.9
12627,Express,Vijayawada,Warangal,186.0,60.8,-0.5,7.8,0.16,Rain,6,5,194.8
12723,Express,Warangal,Vijayawada,205.2,60.1,10.5,10.0,0.113,Heavy Rain,3,4,227.3
12259,Duronto,Gaya,DDU,197.0,74.7,-2.0,2.9,0.51,Rain,7,4,179.2
12301,Rajdhani,Gaya,Howrah,173.9,66.3,5.4,12.6,0.156,Clear,10,0,172.7
12259,Duronto,Gaya,DDU,160.1,66.8,15.3,5.3,0.179,Clear,6,5,169.5
12301,Rajdhani,New Delhi,Kanpur,171.0,74.2,16.2,1.2,0.269,Clear,0,6,165.7
12951,Rajdhani,Kota,New Delhi,208.4,68.9,-0.1,12.3,0.321,Clear,11,0,220.7
12860,Express,Kalaburagi,Wadi,79.4,54.1,-5.0,7.7,0.24,Clear,8,1,99.2
12301,Rajdhani,DDU,Gaya,159.2,62.2,16.5,25.7,0.436,Rain,7,4,172.3
12860,Express,Kalaburagi,Wadi,68.5,59.3,3.6,11.7,0.064,Rain,8,1,95.1
12627,Express,Warangal,Secunderabad,193.0,58.9,19.1,17.0,0.434,Clear,9,1,206.3
12723,Express,Gudur,Chennai,178.6,53.0,-5.0,23.8,0.226,Rain,9,6,223.4
12723,Express,Warangal,Vijayawada,149.1,53.6,3.9,3.6,0.47,Rain,3,1,216.6
12860,Express,Kalaburagi,Wadi,80.8,60.6,12.5,17.1,0.705,Heavy Rain,8,5,111.9
12627,Express,Gudur,Nellore,62.6,58.3,16.3,19.5,0.17,Fog,2,3,92.3
12860,Express,Solapur,Kalaburagi,132.2,59.2,15.0,3.8,0.352,Heavy Rain,6,3,169.7
12951,Rajdhani,Vadodara,Ratlam,200.9,67.6,5.9,3.8,0.157,Clear,4,1,178.5
12301,Rajdhani,New Delhi,Kanpur,195.0,67.0,15.6,1.7,0.443,Clear,0,0,170.1
12627,Express,Warangal,Secunderabad,167.9,57.4,-5.0,23.1,0.339,Clear,9,0,186.1
12723,Express,Vijayawada,Gudur,167.5,60.3,5.4,0.6,0.541,Clear,5,0,208.5
12627,Express,Warangal,Secunderabad,187.0,73.2,12.3,10.0,0.166,Clear,9,0,188.7
12723,Express,Hyderabad,Kazipet,164.6,69.7,25.6,16.5,0.597,Clear,23,4,156.0
12627,Express,Chennai,Gudur,202.2,75.5,25.7,6.5,0.307,Rain,23,0,162.5
12301,Rajdhani,DDU,Gaya,109.4,55.5,-5.0,12.6,0.57,Clear,7,1,155.8
12627,Express,Vijayawada,Warangal,182.5,62.9,6.1,17.6,0.181,Rain,7,5,197.3
12723,Express,Gudur,Chennai,177.1,54.4,7.9,2.3,0.133,Clear,9,6,210.8
12860,Express,Wadi,Secunderabad,179.3,64.7,9.3,0.0,0.623,Clear,10,0,178.0
12723,Express,Kazipet,Warangal,40.0,58.6,12.4,0.0,0.051,Clear,1,0,40.0
12723,Express,Hyderabad,Kazipet,141.1,60.4,41.3,0.0,0.438,Clear,0,5,156.5
12860,Express,Pune,Solapur,157.9,55.2,16.1,9.6,0.563,Heavy Rain,2,4,214.5
12723,Express,Kazipet,Warangal,40.0,55.0,6.3,18.4,0.145,Clear,1,0,55.2
12860,Express,Solapur,Kalaburagi,167.8,61.1,8.5,15.6,0.33,Fog,6,5,171.4
12627,Express,Nellore,Vijayawada,215.8,68.4,3.1,0.7,0.23,Rain,3,5,192.1
12951,Rajdhani,Surat,Vadodara,147.7,65.2,14.3,6.9,0.571,Clear,3,0,143.7
12627,Express,Nellore,Vijayawada,183.2,53.8,19.7,22.5,0.575,Rain,3,1,219.5
12860,Express,Wadi,Secunderabad,124.0,54.1,5.5,16.9,0.387,Rain,9,2,186.3
12627,Express,Nellore,Vijayawada,201.9,61.9,9.6,20.3,0.388,Clear,3,1,191.0
12723,Express,Hyderabad,Kazipet,142.1,76.1,7.6,5.3,0.094,Clear,23,3,132.8
12860,Express,Wadi,Secunderabad,153.9,60.2,-3.3,4.9,0.028,Rain,10,6,162.3
12723,Express,Warangal,Vijayawada,147.0,50.6,8.4,6.2,0.299,Clear,2,2,220.5
12627,Express,Gudur,Nellore,60.2,60.6,1.7,24.3,0.379,Clear,2,2,78.7
12627,Express,Vijayawada,Warangal,142.6,50.9,21.0,11.5,0.438,Clear,6,3,206.8
12259,Duronto,Asansol,Dhanbad,112.7,71.8,16.6,7.8,0.283,Clear,2,6,106.8
12951,Rajdhani,Surat,Vadodara,136.1,77.2,21.4,21.4,0.247,Clear,3,1,148.1
12723,Express,Vijayawada,Gudur,240.0,79.0,11.9,11.4,0.26,Clear,5,2,191.9
12860,Express,Pune,Solapur,178.2,55.6,7.3,15.8,0.269,Rain,3,5,202.8
12951,Rajdhani,Surat,Vadodara,160.7,73.0,18.6,11.9,0.099,Rain,2,5,141.3
12723,Express,Gudur,Chennai,189.1,51.1,15.3,9.2,0.315,Heavy Rain,9,2,234.3
12627,Express,Vijayawada,Warangal,148.4,52.0,14.4,13.0,0.244,Clear,7,2,206.0
12723,Express,Kazipet,Warangal,44.5,70.8,29.5,14.7,0.184,Heavy Rain,2,1,63.7
12627,Express,Vijayawada,Warangal,141.7,51.4,4.2,3.6,0.626,Heavy Rain,5,5,212.0
12301,Rajdhani,DDU,Gaya,146.2,76.4,3.1,8.8,0.394,Clear,7,6,140.8
12860,Express,Wadi,Secunderabad,200.4,65.9,-5.0,4.2,0.123,Clear,9,5,153.2
12723,Express,Gudur,Chennai,177.3,58.1,-4.0,21.6,0.431,Clear,10,3,224.4
12860,Express,Pune,Solapur,190.7,70.5,18.4,0.0,0.034,Rain,3,5,181.9
12723,Express,Hyderabad,Kazipet,99.1,42.0,27.3,27.1,0.488,Fog,0,4,182.3
12860,Express,Mumbai,Pune,239.1,68.2,1.0,11.6,0.199,Rain,23,6,196.5
12860,Express,Pune,Solapur,185.8,59.7,15.9,23.7,0.172,Heavy Rain,3,3,214.3
12860,Express,Solapur,Kalaburagi,198.1,70.5,12.2,11.3,0.09,Clear,6,6,156.7
12860,Express,Mumbai,Pune,242.2,76.7,12.0,12.3,0.067,Clear,0,3,201.8
12951,Rajdhani,Kota,New Delhi,250.6,67.4,21.2,0.0,0.15,Clear,10,4,204.8
12860,Express,Wadi,Secunderabad,200.5,71.6,-5.0,10.3,0.591,Rain,10,3,175.2
12860,Express,Solapur,Kalaburagi,126.6,49.1,18.7,14.5,0.273,Rain,5,2,178.4
12259,Duronto,Gaya,DDU,151.8,63.1,15.7,12.9,0.386,Rain,6,4,181.2
12627,Express,Gudur,Nellore,60.8,54.9,16.2,21.0,0.242,Fog,1,2,98.3
12951,Rajdhani,Surat,Vadodara,164.3,86.4,25.3,6.7,0.387,Fog,3,2,145.3
12301,Rajdhani,DDU,Gaya,165.2,68.2,28.9,1.1,0.373,Clear,8,0,148.4
12259,Duronto,Dhanbad,Gaya,156.9,59.5,0.0,15.2,0.426,Rain,4,5,160.7
12627,Express,Nellore,Vijayawada,131.4,48.9,5.0,0.2,0.448,Clear,3,2,197.5
12951,Rajdhani,Vadodara,Ratlam,222.1,73.4,-5.0,6.1,0.134,Rain,4,3,176.6
12723,Express,Gudur,Chennai,226.9,73.5,-5.0,3.1,0.396,Clear,8,4,201.2
12723,Express,Hyderabad,Kazipet,100.1,50.3,6.4,17.0,0.203,Fog,23,3,156.1
12627,Express,Chennai,Gudur,141.8,54.3,-3.6,8.3,0.311,Rain,0,4,170.8
12627,Express,Gudur,Nellore,61.8,50.4,15.7,10.6,0.028,Rain,3,5,89.9
12723,Express,Warangal,Vijayawada,169.2,55.2,-1.9,8.6,0.246,Clear,2,0,207.6
12951,Rajdhani,Vadodara,Ratlam,161.5,65.4,17.5,0.9,0.321,Clear,4,4,184.7
12301,Rajdhani,Gaya,Howrah,194.9,73.4,13.6,0.0,0.401,Clear,9,0,172.2
12951,Rajdhani,Vadodara,Ratlam,194.1,70.3,6.4,21.0,0.398,Clear,5,5,180.5
12860,Express,Wadi,Secunderabad,196.4,72.3,-5.0,8.4,0.258,Clear,9,6,173.6
12860,Express,Solapur,Kalaburagi,144.5,54.4,8.5,12.3,0.197,Clear,6,6,180.5
12723,Express,Vijayawada,Gudur,177.8,63.7,16.1,15.6,0.209,Rain,5,4,212.9
12723,Express,Warangal,Vijayawada,167.0,56.9,12.2,16.8,0.119,Rain,2,3,223.2
12627,Express,Vijayawada,Warangal,183.7,68.3,1.4,1.3,0.116,Heavy Rain,6,2,196.0
12627,Express,Nellore,Vijayawada,256.0,75.9,14.1,7.9,0.688,Clear,3,5,201.6
12301,Rajdhani,New Delhi,Kanpur,196.5,68.7,25.0,7.5,0.09,Heavy Rain,0,4,188.6
12627,Express,Vijayawada,Warangal,170.0,54.8,35.8,3.8,0.113,Clear,6,6,204.6
12860,Express,Wadi,Secunderabad,173.2,74.3,-5.0,0.0,0.092,Clear,9,1,164.4
12723,Express,Kazipet,Warangal,40.0,66.0,5.5,3.9,0.275,Clear,3,5,47.4
12951,Rajdhani,Surat,Vadodara,147.2,65.6,8.7,7.5,0.046,Clear,2,3,126.8
12723,Express,Warangal,Vijayawada,190.4,54.3,21.4,15.5,0.07,Clear,2,2,207.3
12259,Duronto,Asansol,Dhanbad,119.2,74.2,22.7,10.2,0.043,Clear,2,2,103.6
12627,Express,Chennai,Gudur,193.7,72.7,21.9,13.4,0.306,Heavy Rain,23,2,168.7
12301,Rajdhani,Prayagraj,DDU,203.7,70.2,33.5,0.0,0.076,Clear,5,5,170.9
12259,Duronto,Sealdah,Asansol,161.7,71.0,10.8,26.5,0.371,Rain,22,3,173.8
12951,Rajdhani,Vadodara,Ratlam,190.7,70.4,26.6,5.5,0.278,Clear,5,3,185.8
12301,Rajdhani,Kanpur,Prayagraj,204.5,73.2,16.1,8.6,0.441,Clear,2,0,187.5
12723,Express,Gudur,Chennai,211.5,63.2,11.7,19.8,0.188,Clear,9,1,216.8
12259,Duronto,DDU,New Delhi,234.1,62.5,-5.0,15.4,0.356,Clear,9,2,215.1
12723,Express,Hyderabad,Kazipet,137.2,60.9,-5.0,10.0,0.279,Clear,23,4,146.2
12723,Express,Gudur,Chennai,173.2,57.6,12.9,7.0,0.195,Clear,9,0,208.7
12951,Rajdhani,Ratlam,Kota,222.6,76.8,28.7,14.2,0.567,Heavy Rain,7,3,214.1
12723,Express,Vijayawada,Gudur,231.5,62.6,19.6,9.6,0.323,Heavy Rain,5,4,223.5
12723,Express,Gudur,Chennai,169.0,57.8,16.0,7.5,0.081,Heavy Rain,8,6,228.6
12860,Express,Wadi,Secunderabad,160.1,64.3,15.8,7.1,0.233,Rain,9,2,166.0
12860,Express,Wadi,Secunderabad,183.8,65.1,32.3,14.8,0.444,Rain,11,1,195.2
12259,Duronto,Sealdah,Asansol,142.0,62.4,35.3,10.0,0.305,Rain,23,4,174.4
12951,Rajdhani,Kota,New Delhi,213.0,71.3,11.5,12.7,0.235,Clear,11,5,216.9
12951,Rajdhani,Kota,New Delhi,204.5,65.3,26.6,4.9,0.163,Clear,11,6,213.5
12627,Express,Vijayawada,Warangal,153.3,50.8,12.3,7.2,0.373,Rain,6,5,220.7
12860,Express,Wadi,Secunderabad,138.9,60.5,16.7,8.0,0.353,Fog,9,3,188.4
12627,Express,Vijayawada,Warangal,224.3,66.7,-5.0,0.0,0.062,Clear,6,5,183.2
12723,Express,Hyderabad,Kazipet,133.7,67.0,1.2,1.2,0.538,Rain,0,3,155.8
12259,Duronto,Dhanbad,Gaya,131.2,60.6,8.7,1.4,0.407,Clear,5,2,163.2
12860,Express,Solapur,Kalaburagi,145.7,56.6,28.9,17.5,0.108,Clear,6,4,184.3
12301,Rajdhani,Kanpur,Prayagraj,209.3,76.2,18.1,14.3,0.245,Heavy Rain,2,0,193.8
12860,Express,Pune,Solapur,164.3,60.8,6.8,0.0,0.269,Heavy Rain,2,3,198.4
12860,Express,Mumbai,Pune,199.6,62.5,-5.0,14.2,0.201,Rain,0,2,209.6
12951,Rajdhani,Vadodara,Ratlam,259.4,83.3,7.9,17.9,0.045,Rain,4,5,178.4
12723,Express,Kazipet,Warangal,49.3,75.1,22.2,3.3,0.265,Clear,1,5,59.6
12301,Rajdhani,New Delhi,Kanpur,149.1,67.8,4.1,15.5,0.426,Clear,0,2,178.2
12301,Rajdhani,Prayagraj,DDU,163.3,60.4,-5.0,13.5,0.261,Clear,4,0,171.8
12259,Duronto,Dhanbad,Gaya,191.4,71.0,11.7,3.0,0.302,Clear,4,5,151.4
12301,Rajdhani,Kanpur,Prayagraj,225.9,86.4,2.3,0.0,0.446,Clear,3,3,174.0
12860,Express,Wadi,Secunderabad,153.3,61.3,-0.2,21.5,0.224,Rain,10,0,181.9
12723,Express,Hyderabad,Kazipet,163.1,72.3,39.3,12.1,0.224,Clear,23,5,147.5
12259,Duronto,Dhanbad,Gaya,151.6,67.3,17.8,2.9,0.113,Clear,3,4,146.1
12301,Rajdhani,Prayagraj,DDU,142.2,58.0,7.8,0.0,0.143,Fog,4,1,169.9
12627,Express,Chennai,Gudur,158.7,61.7,14.8,0.0,0.388,Clear,0,5,153.0
12259,Duronto,Dhanbad,Gaya,239.1,86.3,11.1,2.2,0.294,Rain,3,3,153.5
12301,Rajdhani,Gaya,Howrah,189.9,72.5,24.8,16.9,0.226,Clear,10,6,184.9
12627,Express,Gudur,Nellore,69.2,63.5,-4.9,16.6,0.255,Clear,2,0,91.2
12951,Rajdhani,Ratlam,Kota,222.7,74.7,26.1,13.5,0.432,Rain,8,6,201.0
12301,Rajdhani,Kanpur,Prayagraj,232.4,81.3,25.8,12.6,0.212,Clear,2,3,186.4
12723,Express,Vijayawada,Gudur,220.4,64.5,3.0,11.2,0.263,Clear,6,4,205.2
12259,Duronto,Gaya,DDU,166.5,70.2,-5.0,3.0,0.101,Fog,7,6,172.8
12723,Express,Warangal,Vijayawada,250.3,74.1,30.2,13.8,0.203,Clear,3,6,215.3
12259,Duronto,Sealdah,Asansol,189.7,71.3,22.4,11.3,0.237,Rain,23,6,176.7
12627,Express,Gudur,Nellore,90.9,80.1,22.4,6.3,0.121,Heavy Rain,2,6,89.3
12259,Duronto,Asansol,Dhanbad,105.5,70.3,11.1,10.1,0.28,Rain,2,6,111.8
12951,Rajdhani,Vadodara,Ratlam,171.0,61.1,12.3,19.3,0.35,Fog,4,5,187.9
12951,Rajdhani,Surat,Vadodara,133.7,76.0,8.1,9.8,0.401,Clear,1,2,142.8
12723,Express,Kazipet,Warangal,40.0,71.7,12.3,10.6,0.294,Heavy Rain,1,4,50.9
12951,Rajdhani,Vadodara,Ratlam,217.9,72.0,37.0,3.3,0.204,Rain,5,2,192.1
12860,Express,Mumbai,Pune,118.8,43.8,7.1,5.5,0.193,Clear,23,3,215.3
12627,Express,Gudur,Nellore,70.2,66.9,12.9,0.0,0.224,Heavy Rain,2,5,95.5
12723,Express,Gudur,Chennai,262.0,74.9,1.8,4.7,0.121,Clear,8,3,200.2
12627,Express,Nellore,Vijayawada,196.1,69.4,14.8,5.1,0.309,Clear,3,2,195.5
12951,Rajdhani,Vadodara,Ratlam,199.1,63.6,-5.0,4.7,0.251,Clear,5,4,169.7
12860,Express,Pune,Solapur,147.5,56.3,17.3,12.4,0.204,Heavy Rain,2,4,201.8
12723,Express,Hyderabad,Kazipet,141.8,58.9,20.9,3.7,0.154,Rain,23,2,157.3
12301,Rajdhani,New Delhi,Kanpur,188.1,68.6,16.0,0.0,0.086,Clear,0,5,162.6
12723,Express,Kazipet,Warangal,40.0,50.0,17.1,9.4,0.085,Clear,1,1,65.6
12951,Rajdhani,Mumbai,Surat,175.2,59.5,-2.9,13.7,0.339,Clear,23,4,198.9
12301,Rajdhani,Prayagraj,DDU,155.7,65.1,9.7,6.0,0.496,Heavy Rain,5,1,192.0
12951,Rajdhani,Vadodara,Ratlam,241.9,81.1,0.3,12.5,0.63,Rain,5,4,188.8
12627,Express,Gudur,Nellore,56.0,47.5,7.6,0.0,0.131,Clear,3,1,97.8
12301,Rajdhani,DDU,Gaya,159.6,72.3,7.1,10.9,0.473,Clear,7,6,152.7
12951,Rajdhani,Mumbai,Surat,223.1,72.8,35.8,0.0,0.208,Rain,0,6,189.1
12259,Duronto,Gaya,DDU,221.2,80.1,28.5,12.4,0.14,Clear,6,0,188.8
12259,Duronto,Sealdah,Asansol,186.2,69.6,3.2,10.6,0.225,Clear,0,4,152.2
12951,Rajdhani,Kota,New Delhi,259.9,75.5,-0.4,22.8,0.359,Clear,10,2,208.6
12301,Rajdhani,Kanpur,Prayagraj,199.1,67.2,5.6,2.8,0.679,Clear,2,5,171.8
12951,Rajdhani,Kota,New Delhi,198.3,62.2,36.1,20.6,0.165,Clear,12,6,231.0
12259,Duronto,Gaya,DDU,181.3,71.2,11.2,9.3,0.266,Clear,6,3,168.1
12259,Duronto,Dhanbad,Gaya,153.8,71.2,23.3,12.2,0.49,Clear,3,6,162.6
12951,Rajdhani,Surat,Vadodara,124.8,59.5,20.5,5.5,0.634,Clear,2,6,143.5
12860,Express,Solapur,Kalaburagi,179.3,63.0,-5.0,10.9,0.237,Clear,6,3,156.0
12951,Rajdhani,Vadodara,Ratlam,185.4,66.9,-5.0,0.0,0.265,Clear,5,5,178.6
12627,Express,Gudur,Nellore,73.6,66.8,16.0,17.2,0.51,Clear,2,0,83.9
12627,Express,Nellore,Vijayawada,189.4,57.6,5.2,6.8,0.074,Clear,2,5,181.1
12259,Duronto,Dhanbad,Gaya,171.7,70.7,6.1,24.2,0.389,Clear,3,6,154.4
12860,Express,Kalaburagi,Wadi,70.8,62.3,43.8,14.5,0.307,Clear,8,4,106.6
12259,Duronto,Gaya,DDU,207.9,84.3,-5.0,17.0,0.354,Rain,6,6,181.9
12259,Duronto,Dhanbad,Gaya,186.1,79.4,15.0,0.0,0.318,Clear,3,0,163.6
12301,Rajdhani,DDU,Gaya,166.2,66.7,-5.0,5.2,0.596,Clear,8,1,143.9
12301,Rajdhani,Gaya,Howrah,216.5,77.1,5.0,12.8,0.24,Clear,10,0,184.4
12723,Express,Hyderabad,Kazipet,146.1,59.9,-1.8,19.5,0.175,Clear,1,6,138.9
12951,Rajdhani,Surat,Vadodara,115.9,52.7,6.3,8.6,0.138,Rain,3,6,146.0
12951,Rajdhani,Kota,New Delhi,243.6,64.5,-5.0,2.1,0.148,Clear,10,1,210.3
12723,Express,Gudur,Chennai,183.6,58.2,15.1,7.2,0.212,Clear,9,0,222.2
12259,Duronto,Asansol,Dhanbad,111.3,78.1,27.1,14.6,0.224,Rain,2,0,121.3
12301,Rajdhani,Gaya,Howrah,219.2,68.2,35.1,5.9,0.119,Clear,10,0,179.2
12259,Duronto,Dhanbad,Gaya,185.0,74.6,0.8,13.1,0.657,Fog,4,0,177.3
12951,Rajdhani,Kota,New Delhi,212.2,58.6,10.6,0.0,0.191,Clear,10,4,205.1
12723,Express,Hyderabad,Kazipet,165.2,67.3,0.7,6.3,0.109,Clear,0,0,125.7
12951,Rajdhani,Vadodara,Ratlam,217.8,76.0,31.2,18.4,0.124,Rain,5,6,193.3
12301,Rajdhani,Gaya,Howrah,234.7,85.9,17.3,11.0,0.252,Clear,9,6,185.1
12860,Express,Pune,Solapur,173.8,65.7,13.7,16.1,0.375,Rain,2,2,205.2
12723,Express,Gudur,Chennai,219.3,68.1,-5.0,10.7,0.432,Clear,8,0,199.8
12860,Express,Mumbai,Pune,185.6,56.3,8.5,1.3,0.188,Rain,23,5,209.3
12860,Express,Pune,Solapur,175.1,63.7,-0.1,8.9,0.374,Fog,3,5,198.1
12723,Express,Kazipet,Warangal,40.0,58.6,15.5,0.0,0.168,Clear,2,6,52.5
12627,Express,Vijayawada,Warangal,163.2,61.8,7.0,14.2,0.38,Rain,5,4,194.6
12723,Express,Kazipet,Warangal,40.0,66.1,31.3,17.2,0.047,Rain,2,4,55.1
12259,Duronto,Sealdah,Asansol,179.8,68.9,29.5,1.0,0.243,Clear,0,4,171.9
12627,Express,Chennai,Gudur,165.7,71.6,10.0,12.3,0.161,Heavy Rain,0,3,182.8
12259,Duronto,Dhanbad,Gaya,105.2,44.0,6.0,4.0,0.184,Clear,3,1,169.1
12951,Rajdhani,Vadodara,Ratlam,212.2,66.2,24.7,7.5,0.084,Clear,4,4,178.5
12259,Duronto,DDU,New Delhi,251.0,70.6,4.3,9.9,0.15,Clear,8,1,216.3
12259,Duronto,Gaya,DDU,180.1,68.7,26.6,7.0,0.401,Rain,6,6,195.8
12860,Express,Kalaburagi,Wadi,61.1,47.5,15.8,13.6,0.115,Rain,9,4,107.6
12951,Rajdhani,Ratlam,Kota,216.1,67.6,9.6,1.3,0.577,Clear,7,3,195.1
12723,Express,Hyderabad,Kazipet,104.9,45.7,0.3,9.7,0.481,Clear,1,2,147.1
12301,Rajdhani,Kanpur,Prayagraj,192.9,63.6,17.4,0.0,0.364,Rain,2,1,171.5
12860,Express,Kalaburagi,Wadi,97.0,69.0,6.3,1.9,0.063,Fog,9,3,87.2
12259,Duronto,Asansol,Dhanbad,136.1,79.9,8.3,2.6,0.231,Clear,2,0,92.9
12723,Express,Gudur,Chennai,197.5,70.8,18.1,9.9,0.481,Clear,9,2,215.3
12301,Rajdhani,Gaya,Howrah,177.3,57.0,5.2,5.5,0.276,Rain,9,3,193.2
12860,Express,Mumbai,Pune,223.1,68.3,14.2,9.6,0.17,Fog,0,5,213.1
12301,Rajdhani,Prayagraj,DDU,172.4,65.0,8.5,4.9,0.259,Heavy Rain,5,5,185.0
12723,Express,Gudur,Chennai,259.0,69.9,6.9,7.0,0.346,Rain,9,2,207.2
12627,Express,Vijayawada,Warangal,212.9,66.8,11.6,19.1,0.577,Clear,5,5,201.4
12860,Express,Pune,Solapur,159.4,55.2,23.0,7.6,0.03,Clear,3,3,203.1
12301,Rajdhani,New Delhi,Kanpur,164.5,74.8,28.7,10.5,0.275,Rain,0,6,176.3
12627,Express,Vijayawada,Warangal,145.0,47.2,33.9,32.4,0.294,Clear,6,3,228.1
12259,Duronto,Dhanbad,Gaya,148.1,67.1,-5.0,6.4,0.518,Rain,3,5,155.5
12259,Duronto,DDU,New Delhi,211.5,72.2,-4.0,7.2,0.281,Clear,9,1,216.9
12951,Rajdhani,Mumbai,Surat,169.0,61.3,33.7,23.3,0.365,Clear,0,0,201.3
12860,Express,Mumbai,Pune,199.2,62.1,20.1,14.4,0.213,Clear,23,2,207.3
12301,Rajdhani,DDU,Gaya,144.7,70.6,28.7,12.8,0.09,Clear,8,3,148.9
12951,Rajdhani,Kota,New Delhi,196.8,62.6,10.1,17.7,0.6,Clear,12,1,221.7
12860,Express,Solapur,Kalaburagi,173.0,66.5,9.4,16.3,0.353,Clear,6,1,144.3
12301,Rajdhani,DDU,Gaya,197.2,78.2,7.7,2.2,0.372,Clear,7,6,150.4
12301,Rajdhani,New Delhi,Kanpur,192.7,80.6,15.1,11.8,0.465,Rain,0,1,179.0
12301,Rajdhani,Gaya,Howrah,177.9,66.5,7.3,9.9,0.196,Rain,10,4,192.9
12860,Express,Wadi,Secunderabad,149.5,57.8,0.3,13.6,0.119,Clear,9,2,161.6
12259,Duronto,Dhanbad,Gaya,210.3,76.0,43.7,9.8,0.218,Clear,4,0,161.6
12723,Express,Gudur,Chennai,174.5,55.1,24.7,10.1,0.052,Clear,8,1,212.9
12301,Rajdhani,Kanpur,Prayagraj,218.8,72.6,-5.0,0.0,0.164,Clear,1,0,160.4
12723,Express,Kazipet,Warangal,47.6,73.7,9.3,0.0,0.225,Heavy Rain,2,2,57.9
12259,Duronto,Asansol,Dhanbad,108.5,72.2,8.0,19.9,0.114,Clear,3,0,101.3
12860,Express,Pune,Solapur,197.9,67.8,1.2,19.4,0.142,Clear,3,5,179.6
12951,Rajdhani,Vadodara,Ratlam,230.2,79.6,-0.4,20.3,0.088,Clear,4,2,175.5
12951,Rajdhani,Surat,Vadodara,134.2,71.5,24.5,4.3,0.17,Clear,3,1,139.8
12723,Express,Kazipet,Warangal,42.6,77.3,0.9,11.9,0.072,Rain,1,6,44.5
12301,Rajdhani,New Delhi,Kanpur,198.1,74.6,8.7,11.9,0.533,Rain,23,0,177.1
12860,Express,Pune,Solapur,148.1,57.5,-1.9,1.0,0.281,Clear,2,5,182.2
12627,Express,Chennai,Gudur,165.9,75.5,38.9,6.9,0.11,Clear,23,3,165.6
12723,Express,Hyderabad,Kazipet,135.1,63.5,25.3,14.6,0.22,Clear,23,1,148.4
12259,Duronto,Asansol,Dhanbad,116.5,65.2,-5.0,9.4,0.366,Clear,2,0,95.2
12301,Rajdhani,Gaya,Howrah,236.8,73.4,22.0,14.8,0.347,Clear,10,2,184.4
12723,Express,Vijayawada,Gudur,198.9,59.2,26.5,17.6,0.295,Clear,6,0,216.2
12723,Express,Vijayawada,Gudur,254.1,71.0,-1.3,0.9,0.482,Rain,6,5,201.9
12951,Rajdhani,Ratlam,Kota,243.6,70.9,17.8,18.7,0.016,Clear,7,2,195.6
12301,Rajdhani,Prayagraj,DDU,210.5,84.5,9.6,0.2,0.595,Clear,5,5,162.9
12627,Express,Vijayawada,Warangal,240.3,74.4,27.2,5.7,0.516,Clear,6,2,205.8
12259,Duronto,Gaya,DDU,175.4,59.0,1.1,16.4,0.033,Fog,6,2,180.2
12259,Duronto,Gaya,DDU,172.9,71.8,18.6,15.7,0.631,Clear,6,3,193.4
12627,Express,Vijayawada,Warangal,232.4,69.5,30.9,12.2,0.084,Clear,6,0,198.9
12301,Rajdhani,New Delhi,Kanpur,176.1,72.0,19.6,11.4,0.06,Clear,23,1,159.8
12860,Express,Wadi,Secunderabad,168.8,65.6,25.9,6.9,0.054,Clear,10,1,170.2
12860,Express,Mumbai,Pune,185.6,57.0,15.2,10.3,0.301,Clear,23,5,204.9
12259,Duronto,Gaya,DDU,221.7,73.9,-5.0,15.3,0.435,Clear,6,0,169.2
12951,Rajdhani,Ratlam,Kota,245.4,72.6,21.3,11.3,0.46,Rain,7,3,201.1
12259,Duronto,Asansol,Dhanbad,110.0,63.3,10.0,6.6,0.2,Rain,3,5,115.0
12860,Express,Wadi,Secunderabad,146.3,57.8,-5.0,18.2,0.432,Rain,9,1,173.0
12259,Duronto,Asansol,Dhanbad,123.0,76.3,-5.0,6.4,0.341,Heavy Rain,2,0,114.2
12301,Rajdhani,Prayagraj,DDU,220.4,75.6,13.2,1.3,0.494,Clear,4,4,168.7
12723,Express,Kazipet,Warangal,40.0,61.6,11.2,10.7,0.376,Rain,3,5,54.4
